dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1-2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,location,cross_street,lat,lon,year_occ,month_occ
200714851,2020-10-13,2020-10-07,11:45:00,7,Wilshire,758,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0906,58,F,B,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,998.0,998.0,EDGEWOOD                     PL,LE CLAIRE                    DR,34.0542,-118.3304,2020,10
200916481,2020-10-26,2020-10-26,13:00:00,9,Van Nuys,909,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0602,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,998.0,998.0,998.0,7300    WOODMAN                      AV,LE CLAIRE                    DR,34.2031,-118.4313,2020,10
200616267,2020-10-04,2020-10-04,14:55:00,6,Hollywood,645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0431 1822,29,M,W,203,OTHER BUSINESS,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,998.0,998.0,998.0,6900 W  HOLLYWOOD                    BL,LE CLAIRE                    DR,34.1016,-118.3404,2020,10
200815712,2020-10-26,2020-10-23,21:00:00,8,West LA,831,1,310,BURGLARY,1607 0344 1822 0216 1420 1309 1403,50,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512.0,MACE/PEPPER SPRAY,AO,Adult Other,310.0,998.0,998.0,998.0,1100 S  BUNDY                        DR,LE CLAIRE                    DR,34.0452,-118.4681,2020,10
200706932,2020-03-03,2020-03-03,19:20:00,7,Wilshire,785,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0906 0329 1300,26,M,H,101,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,745.0,998.0,998.0,998.0,LONGWOOD                     AV,MASCOT                       ST,34.0372,-118.3423,2020,3
200810281,2020-06-05,2020-06-03,20:30:00,8,West LA,855,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 1822,30,M,J,101,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,420.0,998.0,998.0,998.0,1700    GLENDON                      AV,MASCOT                       ST,34.0522,-118.4378,2020,6
201211042,2020-04-16,2020-04-15,22:00:00,12,77th Street,1233,1,510,VEHICLE - STOLEN,0385 1822,0,M,J,104,DRIVEWAY,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,510.0,998.0,998.0,998.0,1600 W  59TH                         PL,MASCOT                       ST,33.9867,-118.3046,2020,4
200513328,2020-08-24,2020-08-21,12:30:00,5,Harbor,558,1,320,"BURGLARY, ATTEMPTED",1601,0,X,X,721,HIGH SCHOOL,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,320.0,998.0,998.0,998.0,700 N  PACIFIC                      AV,MASCOT                       ST,33.7495,-118.2875,2020,8
201214200,2020-06-06,2020-06-06,12:00:00,12,77th Street,1239,1,510,VEHICLE - STOLEN,1601,0,X,X,101,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,510.0,998.0,998.0,998.0,900 W  60TH                         ST,MASCOT                       ST,33.9855,-118.2892,2020,6
201204745,2020-01-10,2020-01-10,15:25:00,12,77th Street,1258,2,623,BATTERY POLICE (SIMPLE),2004 0356 1212 0917,0,M,H,726,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,623.0,998.0,998.0,998.0,7600 S  BROADWAY,MASCOT                       ST,33.9708,-118.2783,2020,1
201116047,2020-11-24,2020-11-21,17:00:00,11,Northeast,1112,1,510,VEHICLE - STOLEN,2004 0356 1212 0917,0,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,998.0,998.0,4200 W  AVENUE 41,MASCOT                       ST,34.1274,-118.2305,2020,11
200706361,2020-02-19,2020-02-19,16:00:00,7,Wilshire,706,2,762,LEWD CONDUCT,0500 0522 0528,57,M,W,103,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,762.0,998.0,998.0,998.0,800 N  HIGHLAND                     AV,MASCOT                       ST,34.0853,-118.3386,2020,2
200212495,2020-07-12,2020-07-11,23:00:00,2,Rampart,215,1,330,BURGLARY FROM VEHICLE,1609 0329 1307 0344,29,M,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,998.0,998.0,998.0,N  OCCIDENTAL                   BL,W  TEMPLE                       ST,34.0742,-118.2772,2020,7
201012559,2020-08-28,2020-08-28,13:40:00,10,West Valley,1018,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0408 2000 1814,43,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,998.0,998.0,998.0,7400 N  HASKELL                      AV,W  TEMPLE                       ST,34.2074,-118.4794,2020,8
200610129,2020-05-11,2020-05-01,19:00:00,6,Hollywood,625,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,28,M,W,123,PARKING UNDERGROUND/BUILDING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,998.0,998.0,998.0,2000 N  LAS PALMAS                   AV,W  TEMPLE                       ST,34.1131,-118.341,2020,5
200107462,2020-02-20,2020-02-18,13:10:00,1,Central,119,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 2004 1414 0910 1266,29,F,B,834,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,998.0,998.0,998.0,CESAR E CHAVEZ,ALAMEDA,34.0581,-118.2371,2020,2
201010700,2020-07-06,2020-07-04,22:00:00,10,West Valley,1094,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1300,29,F,B,101,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,753.0,998.0,998.0,998.0,18100    MEDLEY                       DR,ALAMEDA,34.147,-118.5271,2020,7
200116237,2020-08-11,2020-08-04,15:30:00,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,28,M,H,404,DEPARTMENT STORE,106.0,UNKNOWN FIREARM,IC,Invest Cont,440.0,998.0,998.0,998.0,700 S  FIGUEROA                     ST,ALAMEDA,34.0483,-118.2631,2020,8
200916103,2020-10-18,2020-10-18,03:25:00,9,Van Nuys,911,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0342 1822 1402,25,M,O,401,MINI-MART,106.0,UNKNOWN FIREARM,IC,Invest Cont,442.0,998.0,998.0,998.0,15300    VANOWEN                      ST,ALAMEDA,34.1939,-118.467,2020,10
200313149,2020-06-24,2020-06-19,23:00:00,3,Southwest,314,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,49,F,B,108,PARKING LOT,106.0,UNKNOWN FIREARM,IC,Invest Cont,420.0,998.0,998.0,998.0,3200 W  ADAMS                        BL,ALAMEDA,34.0326,-118.32,2020,6
200409999,2020-06-21,2020-06-20,22:00:00,4,Hollenbeck,411,1,510,VEHICLE - STOLEN,0344 1606,0,F,B,108,PARKING LOT,106.0,UNKNOWN FIREARM,IC,Invest Cont,510.0,998.0,998.0,998.0,300 N  SAN FERNANDO                 RD,ALAMEDA,34.0768,-118.2228,2020,6
201108170,2020-04-09,2020-02-12,12:00:00,11,Northeast,1146,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,47,F,W,203,OTHER BUSINESS,106.0,UNKNOWN FIREARM,IC,Invest Cont,649.0,998.0,998.0,998.0,1800    BLAKE                        AV,ALAMEDA,34.0966,-118.2426,2020,2
200310059,2020-04-18,2020-04-18,09:10:00,3,Southwest,351,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0216 0104,0,X,X,210,RESTAURANT/FAST FOOD,106.0,UNKNOWN FIREARM,IC,Invest Cont,740.0,998.0,998.0,998.0,3500 S  LA BREA                      AV,ALAMEDA,34.0234,-118.3554,2020,4
200509121,2020-05-07,2020-05-06,17:00:00,5,Harbor,564,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814 0446 1813 1243 0913,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,998.0,998.0,200 W  6TH                          ST,ALAMEDA,33.7387,-118.2814,2020,5
201108005,2020-04-04,2020-04-03,06:00:00,11,Northeast,1145,1,350,"THEFT, PERSON",0344 1218 2004,35,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,998.0,998.0,998.0,FLETCHER                     DR,CRYSTAL                      ST,34.1078,-118.2545,2020,4
200513704,2020-09-03,2020-09-03,09:20:00,5,Harbor,557,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 1813,34,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,998.0,998.0,998.0,500 W  1ST                          ST,CRYSTAL                      ST,33.7433,-118.2882,2020,9
201105267,2020-01-30,2020-01-29,22:30:00,11,Northeast,1129,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813,40,F,A,501,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,998.0,998.0,998.0,700 N  AVENUE 66,CRYSTAL                      ST,34.1188,-118.1755,2020,1
200118724,2020-09-30,2020-04-30,12:17:00,1,Central,155,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822,55,F,H,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,998.0,998.0,500 S  LOS ANGELES                  ST,CRYSTAL                      ST,34.0453,-118.2483,2020,4
200513522,2020-08-29,2020-08-01,12:00:00,5,Harbor,515,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0421 1822,0,F,H,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,420.0,998.0,998.0,998.0,1600    LAGOON                       AV,CRYSTAL                      ST,33.7952,-118.2682,2020,8
200116511,2020-08-17,2020-08-17,03:20:00,1,Central,128,2,888,TRESPASSING,1501,0,X,X,503,HOTEL,511.0,VERBAL THREAT,IC,Invest Cont,888.0,998.0,998.0,998.0,100 S  LOS ANGELES                  ST,CRYSTAL                      ST,34.0511,-118.2427,2020,8
200217285,2020-11-11,2020-11-11,07:00:00,2,Rampart,247,1,510,VEHICLE - STOLEN,1501,0,X,X,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,510.0,998.0,998.0,998.0,500 S  UNION                        AV,CRYSTAL                      ST,34.0596,-118.2701,2020,11
200304607,2020-01-11,2020-01-10,20:00:00,3,Southwest,395,1,330,BURGLARY FROM VEHICLE,0329 0344 1307 1609,54,M,H,101,STREET,511.0,VERBAL THREAT,IC,Invest Cont,330.0,998.0,998.0,998.0,4200 S  HARVARD                      BL,CRYSTAL                      ST,34.0073,-118.3067,2020,1
200409846,2020-06-15,2020-04-30,12:00:00,4,Hollenbeck,467,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 1251 1258 0416 0553,12,M,B,504,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627.0,998.0,998.0,998.0,500 S  SOTO                         ST,CRYSTAL                      ST,34.0397,-118.2123,2020,4
200216604,2020-10-24,2020-09-24,07:00:00,2,Rampart,236,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,19,X,X,719,MEDICAL/DENTAL OFFICES,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,998.0,998.0,998.0,100 N  ALVARADO                     ST,CRYSTAL                      ST,34.0667,-118.2703,2020,9
200804185,2020-01-04,2020-01-04,19:00:00,8,West LA,884,2,624,BATTERY - SIMPLE ASSAULT,0400 0319,53,F,W,716,THEATRE/MOVIE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,10800 W  PICO                         BL,CRYSTAL                      ST,34.0406,-118.4275,2020,1
200100737,2020-04-21,2020-04-21,10:00:00,1,Central,156,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1218 1257 0319 1414,2,M,B,517,MISSIONS/SHELTERS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,998.0,998.0,998.0,500 S  SAN PEDRO                    ST,CRYSTAL                      ST,34.0437,-118.2455,2020,4
200610802,2020-05-31,2020-05-31,07:15:00,6,Hollywood,636,1,210,ROBBERY,0344 0400 0334 0302 0432 1822,32,F,B,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,998.0,998.0,998.0,6500 W  HOLLYWOOD                    BL,CRYSTAL                      ST,34.1034,-118.3325,2020,5
200319081,2020-10-18,2020-10-18,07:30:00,3,Southwest,357,2,647,THROWING OBJECT AT MOVING VEHICLE,1310 1822 0329 0447,36,M,H,101,STREET,306.0,ROCK/THROWN OBJECT,AO,Adult Other,647.0,998.0,998.0,998.0,VERMONT                      AV,36TH                         PL,34.0221,-118.2915,2020,10
201222136,2020-10-06,2020-10-06,02:00:00,12,77th Street,1239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0605 0416 0429 0354 0342,20,M,H,101,STREET,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,440.0,998.0,998.0,998.0,FLORENCE                     AV,FIGUEROA,33.9863,-118.2881,2020,10
200613290,2020-07-30,2020-07-30,16:30:00,6,Hollywood,645,2,888,TRESPASSING,2004 1822 1501,0,X,X,203,OTHER BUSINESS,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,888.0,998.0,998.0,998.0,6800 W  HOLLYWOOD                    BL,FIGUEROA,34.1016,-118.3391,2020,7
200516445,2020-10-13,2020-10-13,21:22:00,5,Harbor,532,2,890,FAILURE TO YIELD,1309,0,M,O,101,STREET,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,890.0,998.0,998.0,998.0,DENNI                        ST,NEPTUNE                      AV,33.7846,-118.2692,2020,10
200904635,2020-01-15,2020-01-15,03:00:00,9,Van Nuys,937,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385 0344,54,M,B,104,DRIVEWAY,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,420.0,998.0,998.0,998.0,14000    SYLVAN                       ST,NEPTUNE                      AV,34.1844,-118.4378,2020,1
200714614,2020-09-29,2020-09-14,13:00:00,7,Wilshire,745,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0334 2032,21,F,W,707,GARAGE/CARPORT,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,331.0,998.0,998.0,998.0,5600    WILSHIRE                     BL,NEPTUNE                      AV,34.0624,-118.351,2020,9
200214532,2020-09-02,2020-09-02,15:20:00,2,Rampart,261,2,888,TRESPASSING,2004 1822,25,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,888.0,998.0,998.0,998.0,800 S  GRAND VIEW                   ST,NEPTUNE                      AV,34.0548,-118.2807,2020,9
200708778,2020-05-01,2020-05-01,12:00:00,7,Wilshire,765,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501 0500 2004,45,M,B,726,POLICE FACILITY,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,845.0,998.0,998.0,998.0,4800    VENICE                       BL,NEPTUNE                      AV,34.0467,-118.3407,2020,5
200400545,2020-01-20,2020-01-20,12:10:00,4,Hollenbeck,423,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0400 2004 1822,0,X,X,108,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,998.0,998.0,998.0,1100 N  MISSION                      RD,NEPTUNE                      AV,34.0651,-118.2116,2020,1
200612468,2020-07-11,2020-07-11,12:30:00,6,Hollywood,668,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0408 1276,19,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,998.0,998.0,998.0,5600    LA MIRADA                    AV,NEPTUNE                      AV,34.0938,-118.3109,2020,7
200109201,2020-03-15,2020-03-15,20:00:00,1,Central,153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0445 1822 0429 0342 1414 1234,13,M,B,102,SIDEWALK,304.0,CLUB/BAT,IC,Invest Cont,230.0,998.0,998.0,998.0,500 S  SPRING                       ST,NEPTUNE                      AV,34.0467,-118.252,2020,3
200617811,2020-11-09,2020-11-09,23:05:00,6,Hollywood,665,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0429 1218 2004 0913,57,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,HIGHLAND,ROMAINE,34.0889,-118.3386,2020,11
201200834,2020-08-24,2020-08-24,21:05:00,12,77th Street,1267,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1402 1419 1407 1100 0216 0345 0334 0906 1816 1809,0,X,X,101,STREET,101.0,REVOLVER,IC,Invest Cont,753.0,998.0,998.0,998.0,82ND                         ST,FIGUEROA                     ST,33.9643,-118.2827,2020,8
200806333,2020-02-21,2020-02-21,09:30:00,8,West LA,896,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,34,M,H,108,PARKING LOT,101.0,REVOLVER,IC,Invest Cont,740.0,998.0,998.0,998.0,9800    NATIONAL                     BL,FIGUEROA                     ST,34.0314,-118.3998,2020,2
200105424,2020-01-22,2020-01-22,01:00:00,1,Central,195,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1414 1609 0344,50,M,H,101,STREET,101.0,REVOLVER,IC,Invest Cont,330.0,998.0,998.0,998.0,1600 S  LOS ANGELES                  ST,FIGUEROA                     ST,34.033,-118.2615,2020,1
200912876,2020-07-29,2020-07-28,03:00:00,9,Van Nuys,943,2,762,LEWD CONDUCT,0528 2021 1202,66,F,H,501,SINGLE FAMILY DWELLING,101.0,REVOLVER,AO,Adult Other,762.0,998.0,998.0,998.0,5400    TYRONE                       AV,FIGUEROA                     ST,34.1686,-118.4443,2020,7
200516106,2020-11-02,2020-11-01,19:00:00,5,Harbor,513,1,510,VEHICLE - STOLEN,0528 2021 1202,0,F,H,101,STREET,101.0,REVOLVER,IC,Invest Cont,510.0,998.0,998.0,998.0,251ST                        ST,NORMANDIE                    AV,33.7968,-118.2975,2020,11
200304917,2020-01-16,2020-01-16,18:00:00,3,Southwest,392,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,29,F,B,122,"VEHICLE, PASSENGER/TRUCK",101.0,REVOLVER,IC,Invest Cont,745.0,998.0,998.0,998.0,4500    ARLINGTON                    AV,NORMANDIE                    AV,34.0024,-118.3181,2020,1
200213113,2020-07-28,2020-07-28,05:00:00,2,Rampart,237,1,310,BURGLARY,0344 0329 0321 1822 0202 1607,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",101.0,REVOLVER,IC,Invest Cont,310.0,998.0,998.0,998.0,1400 W  3RD                          ST,NORMANDIE                    AV,34.0621,-118.2619,2020,7
200716410,2020-11-26,2020-11-26,07:00:00,7,Wilshire,722,1,330,BURGLARY FROM VEHICLE,1300 1601 0344,47,F,H,108,PARKING LOT,101.0,REVOLVER,IC,Invest Cont,330.0,998.0,998.0,998.0,8400    BEVERLY                      BL,NORMANDIE                    AV,34.0761,-118.3737,2020,11
201225274,2020-11-27,2020-11-24,16:00:00,12,77th Street,1209,1,510,VEHICLE - STOLEN,1300 1601 0344,0,F,H,101,STREET,101.0,REVOLVER,IC,Invest Cont,510.0,998.0,998.0,998.0,FIGUEROA                     ST,51ST                         ST,33.9965,-118.2827,2020,11
200710066,2020-06-05,2020-05-30,21:45:00,7,Wilshire,702,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 0447,0,M,W,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231.0,998.0,998.0,998.0,7500 W  MELROSE                      AV,51ST                         ST,34.0837,-118.3532,2020,5
200906499,2020-02-25,2020-02-25,08:20:00,9,Van Nuys,923,2,624,BATTERY - SIMPLE ASSAULT,1300 0444,31,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,998.0,998.0,998.0,6700 N  SEPULVEDA                    BL,51ST                         ST,34.1921,-118.4662,2020,2
200816142,2020-11-06,2020-11-06,10:00:00,8,West LA,851,1,480,BIKE - STOLEN,0344 1822 1607,29,F,A,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,480.0,998.0,998.0,998.0,11900    WALNUT                       LN,51ST                         ST,34.0372,-118.4593,2020,11
200312821,2020-06-17,2020-06-17,20:00:00,3,Southwest,314,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0387 0416 0445 0913,30,M,H,102,SIDEWALK,312.0,PIPE/METAL PIPE,IC,Invest Cont,230.0,998.0,998.0,998.0,5TH                          AV,MONT CLAIR                   ST,34.0296,-118.3224,2020,6
200410029,2020-06-21,2020-06-20,10:30:00,4,Hollenbeck,497,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,70,M,H,108,PARKING LOT,312.0,PIPE/METAL PIPE,IC,Invest Cont,745.0,998.0,998.0,998.0,3100 E  OLYMPIC                      BL,MONT CLAIR                   ST,34.0206,-118.2115,2020,6
201116072,2020-11-25,2020-11-24,19:00:00,11,Northeast,1145,1,510,VEHICLE - STOLEN,0329 1202,0,M,H,101,STREET,312.0,PIPE/METAL PIPE,IC,Invest Cont,510.0,998.0,998.0,998.0,2600    WAVERLY                      DR,MONT CLAIR                   ST,34.1061,-118.2584,2020,11
200312781,2020-06-16,2020-06-15,19:30:00,3,Southwest,394,2,354,THEFT OF IDENTITY,0100 0930 1822 1236,58,F,B,104,DRIVEWAY,312.0,PIPE/METAL PIPE,IC,Invest Cont,354.0,998.0,998.0,998.0,4300    4TH                          AV,MONT CLAIR                   ST,34.0055,-118.3214,2020,6
200810162,2020-06-01,2020-05-20,18:40:00,8,West LA,842,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0394 1420 0344,27,M,W,501,SINGLE FAMILY DWELLING,312.0,PIPE/METAL PIPE,IC,Invest Cont,341.0,998.0,998.0,998.0,1300    ARMACOST                     AV,MONT CLAIR                   ST,34.0449,-118.4628,2020,5
200515231,2020-10-12,2020-10-12,22:30:00,5,Harbor,514,2,624,BATTERY - SIMPLE ASSAULT,0416 0603 0361 0446 0913,23,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,998.0,998.0,1300 W  ROBIDOUX                     ST,MONT CLAIR                   ST,33.7878,-118.2794,2020,10
200611957,2020-06-29,2020-06-24,20:00:00,6,Hollywood,679,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,53,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,998.0,998.0,HOBART,SANTA MONICA,34.0908,-118.3052,2020,6
200606235,2020-02-16,2020-02-13,17:30:00,6,Hollywood,666,2,354,THEFT OF IDENTITY,0930 1822,26,M,W,717,HEALTH SPA/GYM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,354.0,998.0,998.0,998.0,6300 W  SUNSET                       BL,SANTA MONICA,34.098,-118.3267,2020,2
200909091,2020-04-29,2020-04-28,10:00:00,9,Van Nuys,989,2,625,OTHER ASSAULT,0356,58,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,998.0,998.0,998.0,ALLOTT                       AV,MOORPARK                     ST,34.1504,-118.4279,2020,4
200906102,2020-02-16,2020-02-16,15:00:00,9,Van Nuys,906,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0327 1309 0378,22,F,W,406,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,998.0,998.0,998.0,7200    VAN NUYS                     BL,MOORPARK                     ST,34.2012,-118.4487,2020,2
201000948,2020-11-01,2020-10-31,21:20:00,10,West Valley,1027,2,901,VIOLATION OF RESTRAINING ORDER,0913 1814 2000 1402 2004 2038 1312 1300,20,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,901.0,998.0,998.0,998.0,BALBOA                       BL,SHERMAN                      WY,34.2011,-118.5011,2020,10
200609132,2020-04-16,2020-04-15,20:00:00,6,Hollywood,615,2,888,TRESPASSING,1822,43,M,H,121,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,888.0,998.0,998.0,998.0,6500    LAKERIDGE                    RD,SHERMAN                      WY,34.1235,-118.3371,2020,4
200216759,2020-10-26,2020-10-23,16:00:00,2,Rampart,239,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,X,X,118,CONSTRUCTION SITE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,998.0,998.0,998.0,1000 W  TEMPLE                       ST,SHERMAN                      WY,34.062,-118.2504,2020,10
200213092,2020-07-28,2020-07-28,07:20:00,2,Rampart,238,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2000 1814 0448 0913,28,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,440.0,998.0,998.0,998.0,1200 W  COURT                        ST,SHERMAN                      WY,34.063,-118.2543,2020,7
200314335,2020-07-16,2020-07-16,19:50:00,3,Southwest,376,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,35,M,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,998.0,998.0,GRAMERCY,LEIGHTON,34.0145,-118.3045,2020,7
